Error Message,Structure String
Invalid POSCAR format,"Ag6 O2
1.0
  4.8000000000000000    0.0000000000000000    0.0000000000000000
  0.0000000000000000    4.8000000000000000    0.0000000000000000
  0.0000000000000000    0.0000000000000000    4.8000000000000000
Ag1 Ag2 Ag3 Ag4 Ag5 Ag6
1 2 3 4 5 6
O1 O2
1 2
Ag1 Ag2
1 2
direct
  0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag1
  0.5000000000000000    0.0000000000000000    0.0000000000000000 Ag2
  0.5000000000000000    0.5000000000000000    0.0000000000000000 Ag3
  0.2500000000000000    0.7500000000000000    0.0000000000000000 Ag4
  0.7500000000000000    0.2500000000000000    0.0000000000000000 Ag5
  0.0000000000000000    0.0000000000000000    0.5000000000000000 Ag6
  0.2500000000000000    0.2500000000000000    0.5000000000000000 O1
  0.7500000000000000    0.7500000000000000    0.5000000000000000 O2"
Invalid POSCAR format,"Ag6O2
1.0
   3.8313774400000000    3.8313774400000000    3.8313774400000000
  -3.8313774400000000    3.8313774400000000    3.8313774400000000
  -3.8313774400000000   -3.8313774400000000    3.8313774400000000
  -3.8313774400000000   -3.8313774400000000   -3.8313774400000000
   3.8313774400000000   -3.8313774400000000   -3.8313774400000000
   3.8313774400000000    3.8313774400000000   -3.8313774400000000
O Ag
2 6
direct
   0.5000000000000000    0.0000000000000000    0.0000000000000000 O
  -0.2500000000000000    0.2500000000000000    0.5000000000000000 Ag
  -0.2500000000000000   -0.2500000000000000    0.5000000000000000 Ag
   0.2500000000000000   -0.2500000000000000    0.5000000000000000 Ag
   0.2500000000000000    0.2500000000000000    0.5000000000000000 Ag
  -0.5000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.5000000000000000    0.0000000000000000    0.0000000000000000 Ag
  -0.2500000000000000   -0.2500000000000000   -0.5000000000000000 Ag
   0.2500000000000000   -0.2500000000000000   -0.5000000000000000 Ag
   0.2500000000000000    0.2500000000000000   -0.5000000000000000 Ag
   0.2500000000000000   -0.2500000000000000    0.5000000000000000 Ag"
Invalid POSCAR format,"Ag6O2
1.0
   4.7750554900000000    4.7750554900000000    4.7750554900000000
  -4.7750554900000000    4.7750554900000000    4.7750554900000000
  -4.7750554900000000   -4.7750554900000000    4.7750554900000000
   4.7750554900000000   -4.7750554900000000    4.7750554900000000
   4.7750554900000000    4.7750554900000000   -4.7750554900000000
  -4.7750554900000000   -4.7750554900000000   -4.7750554900000000
O Ag
2 6
direct
   0.2500000000000000    0.0000000000000000    0.0000000000000000 O
  -0.7500000000000000    0.2500000000000000    0.5000000000000000 Ag
  -0.7500000000000000   -0.2500000000000000    0.5000000000000000 Ag
   0.7500000000000000   -0.2500000000000000    0.5000000000000000 Ag
   0.7500000000000000    0.2500000000000000    0.5000000000000000 Ag
  -0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
  -0.7500000000000000   -0.2500000000000000   -0.5000000000000000 Ag
   0.7500000000000000   -0.2500000000000000   -0.5000000000000000 Ag
   0.7500000000000000    0.2500000000000000   -0.5000000000000000 Ag
   0.7500000000000000   -0.2500000000000000    0.5000000000000000 Ag"
Invalid POSCAR format,"Ag6O2
1.0
   3.3822130400000000    3.3822130400000000    3.3822130400000000
  -3.3822130400000000    3.3822130400000000    3.3822130400000000
  -3.3822130400000000   -3.3822130400000000    3.3822130400000000
   3.3822130400000000   -3.3822130400000000    3.3822130400000000
   3.3822130400000000    3.3822130400000000   -3.3822130400000000
  -3.3822130400000000   -3.3822130400000000   -3.3822130400000000
O Ag
2 6
direct
   0.5000000000000000    0.5000000000000000    0.5000000000000000 O
  -0.2500000000000000    0.0000000000000000    0.5000000000000000 Ag
  -0.2500000000000000    0.0000000000000000   -0.5000000000000000 Ag
   0.2500000000000000    0.0000000000000000   -0.5000000000000000 Ag
   0.2500000000000000    0.0000000000000000    0.5000000000000000 Ag
  -0.2500000000000000    0.5000000000000000    0.5000000000000000 Ag
   0.2500000000000000    0.5000000000000000    0.5000000000000000 Ag
  -0.0000000000000000    0.2500000000000000    0.5000000000000000 Ag
   0.0000000000000000    0.2500000000000000   -0.5000000000000000 Ag
   0.0000000000000000    0.2500000000000000    0.5000000000000000 Ag"
Invalid POSCAR format,"Ag6O2
1.0
   4.3564443100000000    4.3564443100000000    8.7128886200000000
  -4.3564443100000000    4.3564443100000000    8.7128886200000000
  -4.3564443100000000   -4.3564443100000000    8.7128886200000000
   4.3564443100000000   -4.3564443100000000    8.7128886200000000
   4.3564443100000000    4.3564443100000000   -8.7128886200000000
  -4.3564443100000000   -4.3564443100000000   -8.7128886200000000
O Ag
2 6
direct
   0.2500000000000000    0.0000000000000000    0.0000000000000000 O
  -0.5000000000000000    0.2500000000000000    0.5000000000000000 Ag
  -0.5000000000000000   -0.2500000000000000    0.5000000000000000 Ag
   0.5000000000000000   -0.2500000000000000    0.5000000000000000 Ag
   0.5000000000000000    0.2500000000000000    0.5000000000000000 Ag
  -0.5000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
  -0.5000000000000000   -0.2500000000000000   -0.5000000000000000 Ag
   0.5000000000000000   -0.2500000000000000   -0.5000000000000000 Ag
   0.5000000000000000    0.2500000000000000   -0.5000000000000000 Ag
   0.5000000000000000   -0.2500000000000000    0.5000000000000000 Ag"
Invalid POSCAR format,"Ag6O2
1.0
   4.8595178100000000    4.8595178100000000    9.7190356200000000
  -4.8595178100000000    4.8595178100000000    9.7190356200000000
  -4.8595178100000000   -4.8595178100000000    9.7190356200000000
   4.8595178100000000   -4.8595178100000000    9.7190356200000000
   4.8595178100000000    4.8595178100000000   -9.7190356200000000
  -4.8595178100000000   -4.8595178100000000   -9.7190356200000000
O Ag
2 6
direct
   0.2500000000000000    0.2500000000000000    0.5000000000000000 O
  -0.5000000000000000    0.0000000000000000    0.5000000000000000 Ag
  -0.5000000000000000    0.0000000000000000   -0.5000000000000000 Ag
   0.5000000000000000    0.0000000000000000   -0.5000000000000000 Ag
   0.5000000000000000    0.0000000000000000    0.5000000000000000 Ag
  -0.0000000000000000    0.5000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.5000000000000000    0.0000000000000000 Ag
  -0.5000000000000000    0.2500000000000000    0.0000000000000000 Ag
   0.5000000000000000    0.2500000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.2500000000000000    0.5000000000000000 Ag
   0.0000000000000000    0.2500000000000000   -0.5000000000000000 Ag"
Invalid POSCAR format,"Ag6 O2
1.0
   3.9477704200000000    0.0000000000000000   -0.0000000000000000
   0.0000000000000000    3.9477704200000000    0.0000000000000000
   0.0000000000000000    0.0000000000000000    6.4899986300000001
Ag O Ag O
6 2 6
direct
   0.7500000000000000    0.0000000000000000    0.5000000000000000 Ag
   0.2500000000000000    0.0000000000000000    0.5000000000000000 Ag
   0.5000000000000000    0.7500000000000000    0.0000000000000000 Ag
   0.5000000000000000    0.2500000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    1.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    2.0000000000000000 Ag
   0.7500000000000000    0.2500000000000000    0.0000000000000000 Ag
   0.2500000000000000    0.7500000000000000    0.0000000000000000 Ag
   0.7500000000000000    0.0000000000000000    1.0000000000000000 Ag
   0.2500000000000000    0.0000000000000000    2.0000000000000000 Ag
   0.2500000000000000    0.0000000000000000    3.0000000000000000 Ag
   0.0000000000000000    0.7500000000000000    0.0000000000000000 O
   0.0000000000000000    0.2500000000000000    0.0000000000000000 O"
Invalid POSCAR format,"Ag6 O2
1.0
   4.6904161100000000    0.0000000000000000    0.0000000000000000
   0.0000000000000000    4.6904161100000000    0.0000000000000000
   0.0000000000000000    0.0000000000000000    3.8468249899999996
Ag O Ag O
6 2 6
direct
   0.0000000000000000    0.0000000000000000    0.7500000000000000 Ag
   0.5000000000000000    0.0000000000000000    0.7500000000000000 Ag
   0.5000000000000000    0.5000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.2500000000000000 Ag
   0.7500000000000000    0.0000000000000000    0.2500000000000000 Ag
   0.0000000000000000    0.5000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.5000000000000000 O
   0.0000000000000000    0.0000000000000000    1.0000000000000000 O
   0.0000000000000000    0.5000000000000000    1.0000000000000000 O
   0.0000000000000000    0.5000000000000000    0.0000000000000000 O
   0.0000000000000000    0.0000000000000000    0.0000000000000000 O
   0.0000000000000000    0.0000000000000000    2.0000000000000000 O
   0.0000000000000000    0.5000000000000000    2.0000000000000000 O"
Invalid POSCAR format,"Ag6 O2
1.0
   4.9566260700000000    0.0000000000000000    0.0000000000000000
   0.0000000000000000    6.4541821700000000    0.0000000000000000
   0.0000000000000000    0.0000000000000000    2.7214926399999996
Ag O Ag O
6 2 6
direct
   0.0000000000000000    0.0000000000000000    0.2500000000000000 Ag
   0.5000000000000000    0.0000000000000000    0.2500000000000000 Ag
   0.0000000000000000    0.5000000000000000    0.0000000000000000 Ag
   0.7500000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.7500000000000000 Ag
   0.0000000000000000    0.5000000000000000    0.5000000000000000 Ag
   0.0000000000000000    0.0000000000000000    1.0000000000000000 O
   0.0000000000000000    0.0000000000000000    1.5000000000000000 O
   0.0000000000000000    0.5000000000000000    0.0000000000000000 O
   0.0000000000000000    0.0000000000000000    2.0000000000000000 O
   0.0000000000000000    0.5000000000000000    2.5000000000000000 O
   0.0000000000000000    0.0000000000000000    0.0000000000000000 O
   0.0000000000000000    0.5000000000000000    1.0000000000000000 O
   0.0000000000000000    0.5000000000000000    3.0000000000000000 O"
Invalid POSCAR format,"Ag6 O2
1.0
   5.4424176100000000    0.0000000000000000    0.0000000000000000
   0.0000000000000000    5.4424176100000000    0.0000000000000000
   0.0000000000000000    0.0000000000000000    2.6931654099999996
Ag O Ag O
6 2 6
direct
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.7500000000000000    0.2500000000000000    0.0000000000000000 Ag
   0.5000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.7500000000000000 Ag
   0.0000000000000000    0.7500000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.5000000000000000    0.5000000000000000 Ag
   0.0000000000000000    0.0000000000000000    1.0000000000000000 O
   0.0000000000000000    0.0000000000000000    1.5000000000000000 O
   0.0000000000000000    0.7500000000000000    1.0000000000000000 O
   0.0000000000000000    0.7500000000000000    1.5000000000000000 O
   0.0000000000000000    0.0000000000000000    0.0000000000000000 O
   0.0000000000000000    0.7500000000000000    0.0000000000000000 O"
Invalid POSCAR format,"Ag6 O2
1.0
   3.9415929000000000    0.0000000000000000    0.0000000000000000
   0.0000000000000000    3.9415929000000000    0.0000000000000000
   0.0000000000000000    0.0000000000000000    4.6892154999999996
Ag O Ag O
6 2 6
direct
   0.0000000000000000    0.0000000000000000    0.5000000000000000 Ag
   0.5000000000000000    0.0000000000000000    0.5000000000000000 Ag
   0.0000000000000000    0.5000000000000000    0.0000000000000000 Ag
   0.5000000000000000    0.5000000000000000    0.0000000000000000 Ag
   0.2500000000000000    0.2500000000000000    0.7500000000000000 Ag
   0.7500000000000000    0.2500000000000000    0.7500000000000000 Ag
   0.2500000000000000    0.2500000000000000    0.2500000000000000 O
   0.2500000000000000    0.2500000000000000    1.7500000000000000 O
   0.7500000000000000    0.2500000000000000    0.7500000000000000 O
   0.7500000000000000    0.2500000000000000    1.7500000000000000 O
   0.2500000000000000    0.2500000000000000    2.7500000000000000 O
   0.2500000000000000    0.2500000000000000    0.0000000000000000 O
   0.7500000000000000    0.2500000000000000    0.0000000000000000 O"
Invalid POSCAR format,"Ag6 O6
1.0
   5.3559459300000000    5.3559459300000000    5.3559459300000000
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.5000000000000000    0.5000000000000000    0.5000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.5000000000000000    0.5000000000000000    0.5000000000000000 Ag
   0.2500000000000000    0.2500000000000000    0.0000000000000000 Ag
   0.2500000000000000    0.7500000000000000    0.0000000000000000 Ag
   0.7500000000000000    0.2500000000000000    0.0000000000000000 Ag
   0.7500000000000000    0.7500000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag
   0.0000000000000000    0.0000000000000000    0.0000000000000000 Ag"
Invalid POSCAR format,"Ag1 O1
2.0
   4.952271851215108    5.914750119421579    8.034786241132891
  -3.976135925607054    2.457375059710789    2.017393120566445
   0.000000000000000   -0.000000000000000    0.000000000000000 Ag
   0.500000000000000   -0.000000000000000    0.000000000000000 Ag
   0.750000000000000    0.250000000000000   -0.250000000000000 Ag
   0.250000000000000    0.750000000000000   -0.250000000000000 Ag
   0.750000000000000    0.750000000000000    0.250000000000000 Ag
   0.250000000000000    0.250000000000000    0.250000000000000 Ag
   0.500000000000000    0.000000000000000    0.500000000000000 Ag
   0.500000000000000    1.000000000000000    0.000000000000000 Ag
   0.000000000000000    0.500000000000000    0.500000000000000 Ag
   1.000000000000000    0.500000000000000    0.000000000000000 Ag
   0.000000000000000    0.500000000000000    0.500000000000000 O
   0.500000000000000    0.000000000000000    0.500000000000000 O
   0.500000000000000    1.000000000000000    0.000000000000000 O"
Invalid POSCAR format,"Ag1 O1
2.0
   4.575616541907819    4.575616541907819    8.115668510784481
   0.000000000000000   -0.000000000000000   -0.000000000000000 Ag
   0.000000000000000   -0.000000000000000   -0.000000000000000 Ag
   0.750000000000000    0.250000000000000   -0.250000000000000 Ag
   0.250000000000000    0.750000000000000   -0.250000000000000 Ag
   0.750000000000000    0.750000000000000    0.250000000000000 Ag
   0.250000000000000    0.250000000000000    0.250000000000000 Ag
   0.500000000000000    0.000000000000000    0.500000000000000 Ag
   0.500000000000000    1.000000000000000    0.000000000000000 Ag
   0.000000000000000    0.500000000000000    0.500000000000000 Ag
   1.000000000000000    0.500000000000000    0.000000000000000 Ag
   0.000000000000000    0.500000000000000    0.500000000000000 O
   0.500000000000000    0.000000000000000    0.500000000000000 O
   0.500000000000000    1.000000000000000    0.000000000000000 O
   0.500000000000000    0.000000000000000    0.500000000000000 Ag
   0.000000000000000    0.500000000000000    0.500000000000000 Ag"
Invalid POSCAR format,"Ag1 O1
2.0
   3.606514056162326    3.606514056162326    8.206481522457197
  -1.803257028081163   -0.000000000000000   -1.003240761228598
   0.000000000000000    0.000000000000000    0.000000000000000 Ag
   0.000000000000000    0.000000000000000    0.000000000000000 Ag
   0.750000000000000    0.250000000000000   -0.250000000000000 Ag
   0.250000000000000    0.750000000000000   -0.250000000000000 Ag
   0.750000000000000    0.750000000000000    0.250000000000000 Ag
   0.250000000000000    0.250000000000000    0.250000000000000 Ag
   0.500000000000000    0.000000000000000    0.500000000000000 Ag
   0.500000000000000    1.000000000000000    0.000000000000000 Ag
   0.000000000000000    0.500000000000000    0.500000000000000 Ag
   1.000000000000000    0.500000000000000    0.000000000000000 Ag
   0.000000000000000    0.500000000000000    0.500000000000000 O
   0.500000000000000    0.000000000000000    0.500000000000000 O
   0.500000000000000    1.000000000000000    0.000000000000000 O"
